content,meta,ort,region,years,split_nr
Sollentuna Musikklasser har verksamhet för årskurs 4 till och med årskurs 9.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
Edsbergsskolan har verksamhet för årskurs 7 till och med årskurs 9.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
Sedan september 2019 har skolornas bibliotekssystem samordnats i kommunen så samtliga skolor har tillgång till Koha bibliotekssystem där elever och lärare kan söka i bibliotekskatalogen samt hitta bra länkar till skolarbetet.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
Alla skolor har tillgång till Inläsningstjänst och Ne.se.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
Alla skolor kan ge elever med skriv och lässvårigheter konto i Legimus för egen nedladdning av talböcker.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
"Samtliga elever i de kommunala skolorna har tillgång till en egen bärbar dator alternativt lärplatta där de har tillgång till digitala uppslagsböcker, som t ex. NE, Saol, eböcker, aktuella appar m fl.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
Hur Sollentunas skolor har organiserat skolbiblioteksverksamheten: Helenelundsskolans bibliotek Helenelundsskolan med ett elevantal på ca 900 elever har ett skolbibliotek med anställd fackutbildad bibliotekarie som har ett nära samarbete med lärare och undervisar i Källkritik/Källtillit som ska utveckla elevernas förmåga till källkritik och att genomskåda falska nyheter.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
Även elevernas känsla för vett och etikett på nätet är en viktig del i arbetet.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Sollentuna,Stockholm,2020–2023,9
"Biblioteket har även läsfrämjande projekt som bokprat, boksamtal, bokpromenader och högläsning.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Sollentuna,Stockholm,2020–2023,10
"Skolbiblioteket erbjuder skönoch facklitteratur anpassat för alla åldrar, olika språk och olika intressen och erbjuder all sorts litteraturgenre från HBTQ till spökhistorier.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Sollentuna,Stockholm,2020–2023,11
"Häggviksskolans och Sollentuna Musikklassers bibliotek Skolbiblioteket nyttjas av både Häggviksskolan årskurs 4  9 (350 elever) och Sollentuna Musikklasser (400 elever), skolorna delar på samma skolbyggnad där skolbiblioteket ligger centralt mitt i byggnaden.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Sollentuna,Stockholm,2020–2023,12
Skolbiblioteket är bemannat 08.0015.30 varje dag av skolbibliotekarie.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Sollentuna,Stockholm,2020–2023,13
Biblioteket har en trivsam miljö som inbjuder till läsning och studier.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Sollentuna,Stockholm,2020–2023,14
Biblioteket erbjuder skön och facklitteratur anpassat för årskurs 4  9 på olika språk och för olika intressen och erbjuder all sorts litteraturgenre från HBTQ till spökhistorier.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Sollentuna,Stockholm,2020–2023,15
Skolbibliotekarien stöttar pedagogerna i deras arbete med digital kompetens.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Sollentuna,Stockholm,2020–2023,16
Eleverna stöttas och uppmuntras till läsning både under och utanför skoltid.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Sollentuna,Stockholm,2020–2023,17
"Häggvik  Skälbyskolan förskoleklass  årskurs 3 (170 elever) har sina lokaler på Skälbyskolan, där man har ett litet bibliotek med skön och facklitteratur uppe i övre hallen dit alla elever kan gå hela skoldagen för att läsa och låna böcker, en pedagog ansvarar för skolbiblioteket.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Sollentuna,Stockholm,2020–2023,18
Sollentuna kommun / 20191008  Sofielundsskolans bibliotek har en fackutbildad bibliotekarie som arbetar måndagar 8.00–15.45 och fredagar 12–15.15.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
Sedan är biblioteket även bemannat av en biblioteksassistent som arbetar måndag till onsdag mellan 8.00–14.00.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
Skolbiblioteket strävar efter att skapa en trivsam miljö där våra elever kan sitta och studera eller läsa.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
Personalen ser till att biblioteket är en välkomnande plats där eleverna lockas till läsning och får hjälp med informationssökning.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
"Vi erbjuder också läsfrämjande projekt som bokprat, boksamtal, bokpromenader och lässtunder.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
Skolbibliotekarierna medverkar till att utveckla elevernas förmåga till källkritik och att genomskåda falska nyheter.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
Vi ska försöka utveckla elevernas känsla för vett och etikett på nätet.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
Vi arbetar både kortsiktigt med att hjälpa eleverna att nå sina mål i skolan men också med att lära dem verktyg för källkritik och läslust som kan stanna hos dem livet ut.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
Biblioteket ska erbjuda något för alla och därför erbjuder vi alla sorters litteratur från HBTQ till spökhistorier.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
Tegelhagens skola flyttar in i nya lokaler under 2020 och det kommer då att finnas ett skolbibliotek.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Sollentuna,Stockholm,2020–2023,9
"Där ska eleverna kunna låna skönlitterära böcker, få hjälp att söka information, samt information angående hjälpmedel som Inläsningstjänst, Legimus m.m. Gärdesskolan flyttar in i nya lokaler under 2020 och det kommer då att finnas ett skolbibliotek.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Sollentuna,Stockholm,2020–2023,10
"Där ska eleverna kunna låna skönlitterära böcker, få hjälp att söka information, samt information angående hjälpmedel som Inläsningstjänst, Legimus m.m. Runbacka skolor har ett mindre klassrum som fungerar som skolbibliotek, med främst skönlitteratur men också facklitteratur.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 11}",Sollentuna,Stockholm,2020–2023,11
"En pedagog ansvarar på deltid (30 min/dag) för beställningar, återlämningar, bok och registervård samt ordning.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 12}",Sollentuna,Stockholm,2020–2023,12
Samtliga pedagoger på skolan har inloggning till bibliotekssystemet och kan gå till biblioteket med sina klasser för att låna vid en biblioteksdator.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 13}",Sollentuna,Stockholm,2020–2023,13
"Alla årskurser, särskilt f6, utnyttjar biblioteket och det är hög utlåning av böcker.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 14}",Sollentuna,Stockholm,2020–2023,14
"Silverdalsskolan har ett bokrum med tillgång till eböcker, fack och skönlitteratur och digitala böcker.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 15}",Sollentuna,Stockholm,2020–2023,15
En pedagog ansvarar som på en del av sin tjänst för bokrummets/skolbibliotekets struktur och ordning.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 16}",Sollentuna,Stockholm,2020–2023,16
Brageskolan är en liten resursskola med 88 elever.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 17}",Sollentuna,Stockholm,2020–2023,17
Den ligger på gångavstånd från Arena Rotebro och har ett nära samarbete med dem.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 18}",Sollentuna,Stockholm,2020–2023,18
Samtliga årskurser Fsk9 utnyttjar biblioteket mycket frekvent.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 19}",Sollentuna,Stockholm,2020–2023,19
Det gäller även förskolan.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 20}",Sollentuna,Stockholm,2020–2023,20
Bibliotekarien har varit på skolan och informerat om på vilket sätt vi kan samarbeta och vilka tjänster som Arena Rotebro kan tillhandahålla.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 21}",Sollentuna,Stockholm,2020–2023,21
Brageskolan har även två mindre bibliotek på skolan.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 22}",Sollentuna,Stockholm,2020–2023,22
På Sollentuna International School används ett klassrum som skolbibliotek där skön och facklitteratur finns på svenska och engelska.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 23}",Sollentuna,Stockholm,2020–2023,23
GillboGröndalsskolan har ett nära samarbete med Arena Rotebro och samtliga årskurser Fsk9 utnyttjar biblioteket mycket frekvent.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 24}",Sollentuna,Stockholm,2020–2023,24
Bibliotekarien,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 25}",Sollentuna,Stockholm,2020–2023,25
Sollentuna kommun / 20191008  har varit på skolan och informerat om på vilket sätt vi kan samarbeta och vilka tjänster som Arena Rotebro kan tillhandahålla.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
"Edsbergsskolan har ett grupprum som används som skolbibliotek, där skönoch facklitteratur finns.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
Det finns även klassuppsättningar av litteratur och en lärare som har avsatt tid att hålla skolbiblioteket öppet en timme varje vecka.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
Lärarna besöker biblioteket på lektionstid med eleverna.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
"Biblioteksnätverk Häggviksskolan, Sollentuna Musikklasser, Runbacka skolor och Sofielundsskolan har tillsammans med Helenelundsskolans bibliotek ett litet biblioteksnätverk med träffar ca 12 gånger per termin.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
Sollentuna kommuns egen gymnasieskola Rudbeck har sedan 170101 tagit över det organisatoriska ansvaret för sitt gymnasiebibliotek efter en flerårig överenskommelse med kommunens folkbibliotek för att driva ett gymnasiebibliotek.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
Beslutet syftar till ett större effektivitet i drift samt starkare tillhörighet i gymnasieorganisationen till grund för samverkan inom gymnasieskolan för att nå uppsatta utbildningsmål.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
"2.4 Sollentuna kommuns folkbibliotek Folkbiblioteken ska enligt bibliotekslagen ägna särskild uppmärksamhet åt barn och unga för att främja deras språkutveckling och stimulera till läsning, bland annat genom att erbjuda litteratur utifrån deras behov och förutsättningar.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
"Bibliotekslagen anger också att folkbiblioteken ska främja litteraturens ställning, läsning och tillgång till litteratur.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
Folkbiblioteken i Sollentuna kommun är organiserade under kultur och fritidsnämndens verksamhetsområde och går under namnet ”Biblioteken i Sollentuna”.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 9}",Sollentuna,Stockholm,2020–2023,9
"Inom ramen för folkbibliotekets verksamhet finns:        Sollentuna bibliotek, huvudbiblioteket, Sollentuna Centrum Arenabiblioteket i Rotebro Arenabiblioteket i Edsberg Boken kommer hem Häktet www.bibliotekenisollentuna.se  Biblioteken i Sollentuna är ett offentligt rum som är öppet på lika villkor för alla, oavsett den enskildes ekonomi, etnicitet, ålder, religiösa eller politiska","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 10}",Sollentuna,Stockholm,2020–2023,10
Sollentuna kommun / 20191008  övertygelser.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 0}",Sollentuna,Stockholm,2020–2023,0
I dagens samhälle har biblioteken en särskild funktion som kulturell mötesplats och demokratisk arena.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 1}",Sollentuna,Stockholm,2020–2023,1
"Biblioteken i Sollentuna riktar ett särskilt fokus mot barn och unga i den löpande verksamheten, i programverksamheten och i de digitala resurserna.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 2}",Sollentuna,Stockholm,2020–2023,2
"Biblioteken förmedlar litteratur, främjar läsning och är ett stöd för olika former av bildning och utbildning genom att vara en arena för människors fria kunskapssökande.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 3}",Sollentuna,Stockholm,2020–2023,3
"Biblioteken tillhandahåller media på olika språk, och är en viktig mötesplats, till exempel bibliotekens många språkcaféer.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 4}",Sollentuna,Stockholm,2020–2023,4
"2.4.1 Sollentuna bibliotek, huvudbiblioteket Sollentuna bibliotek erbjuder en mångfacetterad program och lovverksamhet för barn och vuxna.","{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 5}",Sollentuna,Stockholm,2020–2023,5
Generösa öppettider bidrar till en hög tillgänglighet.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 6}",Sollentuna,Stockholm,2020–2023,6
Huvudbiblioteket präglas av ett högt antal besökare som med olika behov och fokus möts i lokalen.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 7}",Sollentuna,Stockholm,2020–2023,7
Utbudet är brett för både barn och vuxna.,"{'ort': 'Sollentuna', 'region': 'Stockholm', 'years': '2020–2023', '_split_id': 8}",Sollentuna,Stockholm,2020–2023,8
